TRANSACTION_ID,TRANSACTION_REF,ACCOUNT_ID,TRANSACTION_DATE,VALUE_DATE,TRANSACTION_TYPE,CHANNEL,AMOUNT,CURRENCY,BALANCE_AFTER,DESCRIPTION,COUNTERPARTY_NAME,MERCHANT_ID,STATUS,POSTED_BY
388,TX20260318000388,ACC000198,2026-03-18,2026-03-18,INTEREST,MOBILE,453.0,JPY,4530453.0,利息,,,POSTED,
389,TX20260514000389,ACC000199,2026-05-14,2026-05-14,WITHDRAWAL,ONLINE,680000,JPY,3921460.0,出金,,,POSTED,
390,TX20260614000390,ACC000200,2026-06-14,2026-06-14,FEE,ONLINE,330,JPY,10660670,手数料,,,POSTED,
391,TX20260421000391,ACC000001,2026-04-21,2026-04-22,TRANSFER_OUT,ATM,521000,JPY,65497601.0,振込出金,山本 健一,,POSTED,
392,TX20260807000392,ACC000002,2026-08-07,2026-08-07,WITHDRAWAL,MOBILE,365000,JPY,12466000,出金,,,POSTED,EMP0004
393,TX20260501000393,ACC000003,2026-05-01,2026-05-01,CARD_PAYMENT,MOBILE,531000,JPY,12559000,カード決済,,MER0027,POSTED,EMP0022
394,TX20260727000394,ACC000004,2026-07-27,2026-07-27,WITHDRAWAL,MOBILE,778000,JPY,28065884.0,出金,,,POSTED,
395,TX20260413000395,ACC000005,2026-04-13,2026-04-14,TRANSFER_OUT,BRANCH,426000,JPY,29228016.0,振込出金,伊藤 結衣,,POSTED,
396,TX20260529000396,ACC000006,2026-05-29,2026-05-30,TRANSFER_OUT,MOBILE,109000,JPY,52193000,振込出金,斎藤 陽子,,POSTED,
397,TX20260805000397,ACC000007,2026-08-05,2026-08-05,FEE,MOBILE,330,JPY,52085670,手数料,,,POSTED,EMP0007
398,TX20260828000398,ACC000008,2026-08-28,2026-08-28,DEPOSIT,ONLINE,228000,JPY,49543890,入金,,,POSTED,EMP0040
399,TX20260726000399,ACC000009,2026-07-26,2026-07-26,DEPOSIT,ONLINE,552000,JPY,60257000,入金,,,POSTED,EMP0018
400,TX20260329000400,ACC000010,2026-03-29,2026-03-30,TRANSFER_OUT,ATM,522000,JPY,57120000,振込出金,山本 悠斗,,POSTED,
401,TX20260309000401,ACC000011,2026-03-09,2026-03-09,DEPOSIT,ONLINE,183000,JPY,41694000,入金,,,POSTED,
402,TX20260428000402,ACC000012,2026-04-28,2026-04-28,DEPOSIT,MOBILE,107000,JPY,47134000,入金,,,POSTED,
403,TX20260717000403,ACC000013,2026-07-17,2026-07-17,FEE,ONLINE,110,JPY,10242994.0,手数料,,,POSTED,
404,TX20260329000404,ACC000014,2026-03-29,2026-03-30,TRANSFER_OUT,ATM,246000,JPY,11997890,振込出金,石川 陽子,,POSTED,
405,TX20260322000405,ACC000015,2026-03-22,2026-03-23,TRANSFER_OUT,BRANCH,1498.56,USD,49075.99,振込出金,小川 隆,,POSTED,
406,TX20260818000406,ACC000016,2026-08-18,2026-08-18,TRANSFER_IN,ONLINE,399000,JPY,4441000,振込入金,斎藤 拓也,,POSTED,
407,TX20260513000407,ACC000017,2026-05-13,2026-05-13,WITHDRAWAL,MOBILE,556000,JPY,-766021.0,出金,,,POSTED,
408,TX20260722000408,ACC000019,2026-07-22,2026-07-23,TRANSFER_OUT,MOBILE,770000,JPY,11227000,振込出金,山本 直樹,,POSTED,
409,TX20260703000409,ACC000020,2026-07-03,2026-07-03,INTEREST,ONLINE,1139.0,JPY,11395919.0,利息,,,POSTED,
410,TX20260812000410,ACC000021,2026-08-12,2026-08-13,TRANSFER_OUT,BRANCH,663000,JPY,10402670,振込出金,藤田 結衣,,POSTED,
411,TX20260507000411,ACC000022,2026-05-07,2026-05-07,INTEREST,ONLINE,1233.0,JPY,12334233.0,利息,,,POSTED,
412,TX20260513000412,ACC000023,2026-05-13,2026-05-14,TRANSFER_OUT,MOBILE,21000,JPY,1638780,振込出金,佐藤 愛,,POSTED,
413,TX20260602000413,ACC000024,2026-06-02,2026-06-02,CARD_PAYMENT,MOBILE,1886.81,USD,17148.66,カード決済,,MER0028,POSTED,
414,TX20260724000414,ACC000025,2026-07-24,2026-07-24,CARD_PAYMENT,ONLINE,512000,JPY,2055147.0,カード決済,,MER0004,POSTED,
415,TX20260901000415,ACC000026,2026-09-01,2026-09-01,INTEREST,BRANCH,655.0,JPY,6551980.0,利息,,,POSTED,EMP0027
416,TX20260630000416,ACC000027,2026-06-30,2026-06-30,TRANSFER_IN,ATM,125000,JPY,6761670,振込入金,木村 隆,,POSTED,
417,TX20260702000417,ACC000028,2026-07-02,2026-07-03,TRANSFER_OUT,MOBILE,371000,JPY,11844780,振込出金,林 大輔,,POSTED,
418,TX20260618000418,ACC000029,2026-06-18,2026-06-18,WITHDRAWAL,ONLINE,2103.54,USD,43260.84,出金,,,POSTED,
419,TX20260629000419,ACC000030,2026-06-29,2026-06-29,DEPOSIT,MOBILE,165000,JPY,1318130.0,入金,,,POSTED,EMP0022
420,TX20260531000420,ACC000031,2026-05-31,2026-05-31,INTEREST,ONLINE,1.0,USD,5336.76,利息,,,POSTED,
421,TX20260828000421,ACC000032,2026-08-28,2026-08-28,CARD_PAYMENT,ATM,626000,JPY,7890780,カード決済,,MER0008,POSTED,
422,TX20260714000422,ACC000033,2026-07-14,2026-07-14,DEPOSIT,ONLINE,393000,JPY,9456000,入金,,,POSTED,
423,TX20260421000423,ACC000034,2026-04-21,2026-04-21,TRANSFER_IN,ATM,705000,JPY,5185000,振込入金,高橋 彩,,POSTED,
424,TX20260411000424,ACC000035,2026-04-11,2026-04-11,DEPOSIT,ONLINE,761000,JPY,2926000,入金,,,POSTED,
425,TX20260531000425,ACC000036,2026-05-31,2026-05-31,CARD_PAYMENT,ONLINE,840000,JPY,8211000,カード決済,,MER0007,POSTED,
426,TX20260621000426,ACC000037,2026-06-21,2026-06-21,WITHDRAWAL,MOBILE,845000,JPY,1634000,出金,,,POSTED,
427,TX20260403000427,ACC000038,2026-04-03,2026-04-03,WITHDRAWAL,ONLINE,21000,JPY,5526533.0,出金,,,POSTED,
428,TX20260526000428,ACC000039,2026-05-26,2026-05-26,INTEREST,ONLINE,5.0,USD,47000.8,利息,,,POSTED,EMP0004
429,TX20260427000429,ACC000040,2026-04-27,2026-04-27,CARD_PAYMENT,ATM,32000,JPY,-488000,カード決済,,MER0011,POSTED,
430,TX20260901000430,ACC000042,2026-09-01,2026-09-01,TRANSFER_IN,ONLINE,544000,JPY,2428000,振込入金,前田 花子,,POSTED,
431,TX20260702000431,ACC000043,2026-07-02,2026-07-02,TRANSFER_IN,MOBILE,869000,JPY,1572000,振込入金,森 健一,,POSTED,
432,TX20260616000432,ACC000044,2026-06-16,2026-06-17,TRANSFER_OUT,ONLINE,303000,JPY,8598924.0,振込出金,井上 愛,,POSTED,
433,TX20260801000433,ACC000045,2026-08-01,2026-08-02,TRANSFER_OUT,ATM,236000,JPY,6525000,振込出金,斎藤 拓也,,POSTED,
434,TX20260718000434,ACC000046,2026-07-18,2026-07-18,INTEREST,ATM,1127.0,JPY,11271127.0,利息,,,POSTED,EMP0008
435,TX20260616000435,ACC000047,2026-06-16,2026-06-16,TRANSFER_IN,MOBILE,11000,JPY,5519000,振込入金,池田 彩,,POSTED,
436,TX20260706000436,ACC000048,2026-07-06,2026-07-06,WITHDRAWAL,MOBILE,279000,JPY,3985386.0,出金,,,POSTED,
437,TX20260524000437,ACC000049,2026-05-24,2026-05-24,DEPOSIT,BRANCH,424000,JPY,4325780.0,入金,,,POSTED,EMP0029
438,TX20260310000438,ACC000050,2026-03-10,2026-03-10,TRANSFER_IN,BRANCH,781000,JPY,846000,振込入金,清水 結衣,,POSTED,
439,TX20260427000439,ACC000051,2026-04-27,2026-04-27,WITHDRAWAL,ONLINE,811000,JPY,8460978.0,出金,,,POSTED,
440,TX20260710000440,ACC000052,2026-07-10,2026-07-11,TRANSFER_OUT,ONLINE,533000,JPY,8566820.0,振込出金,後藤 裕子,,POSTED,
441,TX20260406000441,ACC000053,2026-04-06,2026-04-06,DEPOSIT,MOBILE,520000,JPY,2687000,入金,,,POSTED,
442,TX20260722000442,ACC000054,2026-07-22,2026-07-23,TRANSFER_OUT,ONLINE,800000,JPY,7570450,振込出金,田中 健一,,POSTED,
443,TX20260713000443,ACC000055,2026-07-13,2026-07-13,FEE,ATM,110,USD,17514.28,手数料,,,POSTED,
444,TX20260728000444,ACC000056,2026-07-28,2026-07-28,CARD_PAYMENT,ONLINE,397000,JPY,10159890,カード決済,,MER0024,POSTED,
445,TX20260422000445,ACC000057,2026-04-22,2026-04-22,DEPOSIT,MOBILE,422000,JPY,7332000,入金,,,POSTED,
446,TX20260602000446,ACC000058,2026-06-02,2026-06-02,INTEREST,ONLINE,1022.0,JPY,10216472.0,利息,,,POSTED,
447,TX20260421000447,ACC000059,2026-04-21,2026-04-21,WITHDRAWAL,MOBILE,586000,JPY,-472000,出金,,,POSTED,
448,TX20260527000448,ACC000060,2026-05-27,2026-05-27,INTEREST,ONLINE,1084.0,JPY,10846084.0,利息,,,POSTED,
449,TX20260320000449,ACC000061,2026-03-20,2026-03-20,WITHDRAWAL,MOBILE,44000,JPY,5107450,出金,,,POSTED,
450,TX20260528000450,ACC000062,2026-05-28,2026-05-29,TRANSFER_OUT,ATM,20000,JPY,3809000,振込出金,石川 花子,,POSTED,EMP0002
451,TX20260620000451,ACC000063,2026-06-20,2026-06-20,TRANSFER_IN,BRANCH,494000,JPY,10244000,振込入金,小川 浩二,,POSTED,
452,TX20260801000452,ACC000064,2026-08-01,2026-08-01,TRANSFER_IN,ATM,861000,JPY,5376000,振込入金,森 愛,,POSTED,
453,TX20260702000453,ACC000065,2026-07-02,2026-07-02,TRANSFER_IN,ATM,697000,JPY,2351000,振込入金,山田 直樹,,POSTED,
454,TX20260730000454,ACC000066,2026-07-30,2026-07-30,WITHDRAWAL,ONLINE,819000,JPY,8353928.0,出金,,,POSTED,
455,TX20260610000455,ACC000067,2026-06-10,2026-06-11,TRANSFER_OUT,BRANCH,686000,JPY,8173670,振込出金,中村 彩,,POSTED,
456,TX20260426000456,ACC000068,2026-04-26,2026-04-26,CARD_PAYMENT,ATM,195.39,USD,60968.07,カード決済,,MER0024,POSTED,
457,TX20260816000457,ACC000069,2026-08-16,2026-08-16,INTEREST,ONLINE,-69.0,JPY,-688069.0,利息,,,POSTED,EMP0006
458,TX20260421000458,ACC000070,2026-04-21,2026-04-21,INTEREST,MOBILE,650.0,JPY,6496950.0,利息,,,POSTED,
459,TX20260611000459,ACC000071,2026-06-11,2026-06-11,FEE,MOBILE,220,JPY,2765670,手数料,,,POSTED,
460,TX20260413000460,ACC000072,2026-04-13,2026-04-13,TRANSFER_IN,MOBILE,120000,JPY,8804901.0,振込入金,伊藤 さくら,,POSTED,EMP0015
461,TX20260620000461,ACC000073,2026-06-20,2026-06-20,INTEREST,BRANCH,311.0,JPY,3108311.0,利息,,,POSTED,
462,TX20260613000462,ACC000074,2026-06-13,2026-06-13,INTEREST,MOBILE,848.0,JPY,8480848.0,利息,,,POSTED,EMP0022
463,TX20260524000463,ACC000075,2026-05-24,2026-05-24,WITHDRAWAL,ONLINE,705000,JPY,10721780,出金,,,POSTED,
464,TX20260523000464,ACC000076,2026-05-23,2026-05-24,TRANSFER_OUT,BRANCH,407000,JPY,1548670,振込出金,藤田 愛,,POSTED,
465,TX20260713000465,ACC000077,2026-07-13,2026-07-13,TRANSFER_IN,ATM,634000,JPY,10066886.0,振込入金,田中 健一,,POSTED,
466,TX20260518000466,ACC000078,2026-05-18,2026-05-18,CARD_PAYMENT,MOBILE,172000,JPY,5047000,カード決済,,MER0011,POSTED,
467,TX20260806000467,ACC000079,2026-08-06,2026-08-06,INTEREST,ATM,420.0,JPY,4203420.0,利息,,,POSTED,EMP0015
468,TX20260407000468,ACC000080,2026-04-07,2026-04-07,CARD_PAYMENT,ONLINE,831000,JPY,3901450,カード決済,,MER0028,POSTED,
469,TX20260703000469,ACC000081,2026-07-03,2026-07-03,TRANSFER_IN,MOBILE,712000,JPY,1700099.0,振込入金,渡辺 悠斗,,POSTED,EMP0013
470,TX20260630000470,ACC000082,2026-06-30,2026-06-30,DEPOSIT,MOBILE,577000,JPY,10994000,入金,,,POSTED,EMP0032
471,TX20260814000471,ACC000083,2026-08-14,2026-08-14,INTEREST,ONLINE,831.0,JPY,8310662.0,利息,,,POSTED,
472,TX20260523000472,ACC000084,2026-05-23,2026-05-23,CARD_PAYMENT,ONLINE,601000,JPY,9003000,カード決済,,MER0007,POSTED,
473,TX20260624000473,ACC000085,2026-06-24,2026-06-24,FEE,ONLINE,330,JPY,1446670,手数料,,,POSTED,
474,TX20260601000474,ACC000086,2026-06-01,2026-06-01,INTEREST,ONLINE,631.0,JPY,6308631.0,利息,,,POSTED,
475,TX20260512000475,ACC000087,2026-05-12,2026-05-12,INTEREST,ATM,919.0,JPY,9192919.0,利息,,,POSTED,
476,TX20260824000476,ACC000088,2026-08-24,2026-08-24,TRANSFER_IN,ONLINE,855000,JPY,10736000,振込入金,森 裕子,,POSTED,
477,TX20260722000477,ACC000090,2026-07-22,2026-07-22,CARD_PAYMENT,BRANCH,681000,JPY,6197000,カード決済,,MER0026,POSTED,
478,TX20260327000478,ACC000091,2026-03-27,2026-03-27,INTEREST,ONLINE,317.0,JPY,3170877.0,利息,,,POSTED,
479,TX20260520000479,ACC000092,2026-05-20,2026-05-20,DEPOSIT,BRANCH,476.14,USD,10809.43,入金,,,POSTED,EMP0038
480,TX20260406000480,ACC000093,2026-04-06,2026-04-06,WITHDRAWAL,MOBILE,826000,JPY,5137000,出金,,,POSTED,
481,TX20260514000481,ACC000094,2026-05-14,2026-05-15,TRANSFER_OUT,BRANCH,493000,JPY,5481450,振込出金,山口 拓也,,POSTED,EMP0038
482,TX20260705000482,ACC000095,2026-07-05,2026-07-05,WITHDRAWAL,ATM,621000,JPY,3832895.0,出金,,,POSTED,
483,TX20260310000483,ACC000096,2026-03-10,2026-03-10,FEE,ONLINE,220,USD,21245.28,手数料,,,POSTED,
484,TX20260429000484,ACC000097,2026-04-29,2026-04-29,WITHDRAWAL,MOBILE,665000,JPY,1278000,出金,,,POSTED,
485,TX20260625000485,ACC000098,2026-06-25,2026-06-25,FEE,ONLINE,220,JPY,3642560,手数料,,,POSTED,
486,TX20260803000486,ACC000099,2026-08-03,2026-08-03,WITHDRAWAL,MOBILE,134000,JPY,7390000,出金,,,POSTED,EMP0021
487,TX20260423000487,ACC000100,2026-04-23,2026-04-23,FEE,ATM,330,JPY,4173670,手数料,,,POSTED,EMP0013
488,TX20260314000488,ACC000101,2026-03-14,2026-03-14,INTEREST,ONLINE,31.0,JPY,307073.0,利息,,,POSTED,
489,TX20260712000489,ACC000102,2026-07-12,2026-07-13,TRANSFER_OUT,MOBILE,803000,JPY,5230000,振込出金,木村 花子,,POSTED,
490,TX20260615000490,ACC000103,2026-06-15,2026-06-15,FEE,ONLINE,550,USD,9847.26,手数料,,,POSTED,
491,TX20260527000491,ACC000104,2026-05-27,2026-05-27,DEPOSIT,BRANCH,60000,JPY,6536000,入金,,,POSTED,EMP0025
492,TX20260815000492,ACC000105,2026-08-15,2026-08-15,CARD_PAYMENT,ATM,810000,JPY,4579539.0,カード決済,,MER0003,POSTED,
493,TX20260629000493,ACC000106,2026-06-29,2026-06-29,WITHDRAWAL,ONLINE,838.04,USD,12166.65,出金,,,POSTED,
494,TX20260516000494,ACC000107,2026-05-16,2026-05-17,TRANSFER_OUT,ONLINE,205000,JPY,3107780,振込出金,小川 由美,,POSTED,
495,TX20260521000495,ACC000108,2026-05-21,2026-05-21,TRANSFER_IN,ATM,44000,JPY,6766672.0,振込入金,木村 彩,,POSTED,
496,TX20260712000496,ACC000109,2026-07-12,2026-07-13,TRANSFER_OUT,BRANCH,608000,JPY,8805000,振込出金,藤田 結衣,,POSTED,
497,TX20260725000497,ACC000110,2026-07-25,2026-07-25,FEE,MOBILE,110,JPY,2311121.0,手数料,,,POSTED,
498,TX20260723000498,ACC000111,2026-07-23,2026-07-23,FEE,ONLINE,330,JPY,7772670,手数料,,,POSTED,
499,TX20260708000499,ACC000113,2026-07-08,2026-07-08,TRANSFER_IN,MOBILE,117000,JPY,10792000,振込入金,小林 愛,,POSTED,
500,TX20260509000500,ACC000114,2026-05-09,2026-05-09,DEPOSIT,ONLINE,621000,JPY,1643000,入金,,,POSTED,EMP0038
501,TX20260306000501,ACC000115,2026-03-06,2026-03-06,DEPOSIT,BRANCH,845000,JPY,11924890,入金,,,POSTED,
502,TX20260430000502,ACC000116,2026-04-30,2026-04-30,TRANSFER_IN,ONLINE,415000,JPY,3584317.0,振込入金,斎藤 由美,,POSTED,
503,TX20260528000503,ACC000117,2026-05-28,2026-05-28,INTEREST,MOBILE,504.0,JPY,5044047.0,利息,,,POSTED,
504,TX20260627000504,ACC000118,2026-06-27,2026-06-27,INTEREST,MOBILE,830.0,JPY,8299720.0,利息,,,POSTED,
505,TX20260427000505,ACC000119,2026-04-27,2026-04-27,FEE,BRANCH,550,JPY,3870120,手数料,,,POSTED,EMP0034
506,TX20260720000506,ACC000120,2026-07-20,2026-07-20,DEPOSIT,MOBILE,452000,JPY,1347000,入金,,,POSTED,
507,TX20260629000507,ACC000121,2026-06-29,2026-06-29,DEPOSIT,ONLINE,308000,JPY,66322601.0,入金,,,POSTED,
508,TX20260619000508,ACC000122,2026-06-19,2026-06-19,FEE,ONLINE,550,JPY,46188450,手数料,,,POSTED,
509,TX20260623000509,ACC000123,2026-06-23,2026-06-23,WITHDRAWAL,MOBILE,828000,JPY,18568000,出金,,,POSTED,
510,TX20260504000510,ACC000124,2026-05-04,2026-05-04,DEPOSIT,ATM,773000,JPY,36749000,入金,,,POSTED,
511,TX20260824000511,ACC000125,2026-08-24,2026-08-24,INTEREST,BRANCH,5663.0,JPY,56637339.0,利息,,,POSTED,
512,TX20260423000512,ACC000126,2026-04-23,2026-04-23,WITHDRAWAL,MOBILE,761000,JPY,33553000,出金,,,POSTED,EMP0006
513,TX20260608000513,ACC000127,2026-06-08,2026-06-08,CARD_PAYMENT,BRANCH,48000,JPY,28442000,カード決済,,MER0007,POSTED,
514,TX20260704000514,ACC000128,2026-07-04,2026-07-04,INTEREST,MOBILE,7557.0,JPY,75578557.0,利息,,,POSTED,
515,TX20260605000515,ACC000129,2026-06-05,2026-06-05,CARD_PAYMENT,MOBILE,25000,JPY,71248000,カード決済,,MER0005,POSTED,EMP0009
516,TX20260405000516,ACC000130,2026-04-05,2026-04-05,CARD_PAYMENT,MOBILE,795000,JPY,6023682.0,カード決済,,MER0006,POSTED,
517,TX20260707000517,ACC000131,2026-07-07,2026-07-07,TRANSFER_IN,BRANCH,534000,JPY,60532670,振込入金,森 太郎,,POSTED,EMP0014
518,TX20260820000518,ACC000132,2026-08-20,2026-08-20,INTEREST,ONLINE,181.0,JPY,1815071.0,利息,,,POSTED,
519,TX20260511000519,ACC000133,2026-05-11,2026-05-11,WITHDRAWAL,MOBILE,289000,JPY,2128242.0,出金,,,POSTED,
520,TX20260311000520,ACC000134,2026-03-11,2026-03-11,TRANSFER_IN,ATM,525000,JPY,2669450,振込入金,中村 結衣,,POSTED,EMP0032
521,TX20260819000521,ACC000135,2026-08-19,2026-08-19,INTEREST,ATM,616.0,JPY,6165232.0,利息,,,POSTED,
522,TX20260414000522,ACC000136,2026-04-14,2026-04-14,INTEREST,ATM,955.0,JPY,9545956.0,利息,,,POSTED,
523,TX20260709000523,ACC000137,2026-07-09,2026-07-09,TRANSFER_IN,MOBILE,849000,JPY,1935000,振込入金,山崎 翔,,POSTED,
524,TX20260811000524,ACC000138,2026-08-11,2026-08-11,WITHDRAWAL,ONLINE,827000,JPY,2043450,出金,,,POSTED,
525,TX20260615000525,ACC000139,2026-06-15,2026-06-15,WITHDRAWAL,MOBILE,1614.19,USD,-941.47,出金,,,POSTED,
526,TX20260826000526,ACC000140,2026-08-26,2026-08-26,INTEREST,MOBILE,457.0,JPY,4571457.0,利息,,,POSTED,
527,TX20260715000527,ACC000141,2026-07-15,2026-07-16,TRANSFER_OUT,ONLINE,688000,JPY,4994000,振込出金,山口 美咲,,POSTED,
528,TX20260620000528,ACC000142,2026-06-20,2026-06-20,WITHDRAWAL,BRANCH,788000,JPY,3266000,出金,,,POSTED,
529,TX20260901000529,ACC000143,2026-09-01,2026-09-01,WITHDRAWAL,BRANCH,161000,JPY,9265613.0,出金,,,POSTED,EMP0011
530,TX20260718000530,ACC000144,2026-07-18,2026-07-18,DEPOSIT,MOBILE,331000,JPY,2492780,入金,,,POSTED,EMP0007
531,TX20260401000531,ACC000145,2026-04-01,2026-04-01,WITHDRAWAL,ONLINE,62000,JPY,6637000,出金,,,POSTED,
532,TX20260731000532,ACC000146,2026-07-31,2026-07-31,FEE,MOBILE,220,JPY,11503380.0,手数料,,,POSTED,
533,TX20260821000533,ACC000147,2026-08-21,2026-08-21,WITHDRAWAL,ONLINE,252000,JPY,5841670,出金,,,POSTED,
534,TX20260422000534,ACC000148,2026-04-22,2026-04-22,CARD_PAYMENT,MOBILE,125000,JPY,10371000,カード決済,,MER0022,POSTED,
535,TX20260815000535,ACC000149,2026-08-15,2026-08-15,CARD_PAYMENT,ONLINE,790000,JPY,3767495.0,カード決済,,MER0014,POSTED,
536,TX20260527000536,ACC000150,2026-05-27,2026-05-27,TRANSFER_IN,BRANCH,528000,JPY,2555209.0,振込入金,後藤 結衣,,POSTED,
537,TX20260504000537,ACC000151,2026-05-04,2026-05-04,CARD_PAYMENT,BRANCH,178000,JPY,7053890,カード決済,,MER0018,POSTED,
538,TX20260313000538,ACC000152,2026-03-13,2026-03-13,TRANSFER_IN,BRANCH,802000,JPY,8985000,振込入金,橋本 悠斗,,POSTED,
539,TX20260805000539,ACC000153,2026-08-05,2026-08-05,CARD_PAYMENT,BRANCH,607000,JPY,9260000,カード決済,,MER0027,POSTED,
540,TX20260403000540,ACC000154,2026-04-03,2026-04-04,TRANSFER_OUT,ATM,566000,JPY,4787315.0,振込出金,佐々木 花子,,POSTED,
541,TX20260618000541,ACC000155,2026-06-18,2026-06-18,FEE,ATM,550,JPY,5164450,手数料,,,POSTED,EMP0026
542,TX20260501000542,ACC000156,2026-05-01,2026-05-02,TRANSFER_OUT,ATM,443000,JPY,7561000,振込出金,木村 美咲,,POSTED,
543,TX20260817000543,ACC000157,2026-08-17,2026-08-17,DEPOSIT,MOBILE,877000,JPY,4061000,入金,,,POSTED,
544,TX20260815000544,ACC000158,2026-08-15,2026-08-15,WITHDRAWAL,MOBILE,809000,JPY,1340000,出金,,,POSTED,
545,TX20260311000545,ACC000159,2026-03-11,2026-03-12,TRANSFER_OUT,MOBILE,269000,JPY,10168000,振込出金,山田 拓也,,POSTED,
546,TX20260529000546,ACC000160,2026-05-29,2026-05-29,FEE,ONLINE,110,USD,462.91,手数料,,,POSTED,
547,TX20260604000547,ACC000161,2026-06-04,2026-06-04,CARD_PAYMENT,ATM,214000,JPY,1793402.0,カード決済,,MER0005,POSTED,EMP0015
548,TX20260612000548,ACC000162,2026-06-12,2026-06-13,TRANSFER_OUT,MOBILE,70000,JPY,10050000,振込出金,山田 愛,,POSTED,
549,TX20260416000549,ACC000163,2026-04-16,2026-04-16,TRANSFER_IN,BRANCH,248000,JPY,2634220.0,振込入金,清水 陽子,,POSTED,
550,TX20260718000550,ACC000164,2026-07-18,2026-07-19,TRANSFER_OUT,MOBILE,319000,JPY,11107670,振込出金,石川 恵子,,POSTED,
551,TX20260619000551,ACC000165,2026-06-19,2026-06-19,FEE,ONLINE,330,JPY,8376670,手数料,,,POSTED,
552,TX20260405000552,ACC000166,2026-04-05,2026-04-06,TRANSFER_OUT,ATM,83000,JPY,4361000,振込出金,橋本 彩,,POSTED,
553,TX20260604000553,ACC000167,2026-06-04,2026-06-04,CARD_PAYMENT,MOBILE,895000,JPY,9374000,カード決済,,MER0008,POSTED,EMP0039
554,TX20260318000554,ACC000168,2026-03-18,2026-03-18,TRANSFER_IN,MOBILE,644000,JPY,2805216.0,振込入金,中村 翔,,POSTED,
555,TX20260831000555,ACC000169,2026-08-31,2026-08-31,FEE,ONLINE,220,JPY,4118780,手数料,,,POSTED,
556,TX20260319000556,ACC000170,2026-03-19,2026-03-19,INTEREST,ATM,3.0,USD,29208.85,利息,,,POSTED,
557,TX20260827000557,ACC000171,2026-08-27,2026-08-27,CARD_PAYMENT,ONLINE,43000,JPY,10257000,カード決済,,MER0004,POSTED,
558,TX20260401000558,ACC000172,2026-04-01,2026-04-02,TRANSFER_OUT,ONLINE,201000,JPY,3628000,振込出金,加藤 翔,,POSTED,
559,TX20260621000559,ACC000173,2026-06-21,2026-06-21,DEPOSIT,MOBILE,834000,JPY,3029670,入金,,,POSTED,
560,TX20260329000560,ACC000174,2026-03-29,2026-03-30,TRANSFER_OUT,MOBILE,2798.77,USD,15012.16,振込出金,佐々木 愛,,POSTED,
561,TX20260418000561,ACC000175,2026-04-18,2026-04-18,DEPOSIT,ONLINE,618000,JPY,2189000,入金,,,POSTED,
562,TX20260807000562,ACC000176,2026-08-07,2026-08-07,CARD_PAYMENT,MOBILE,880000,JPY,2190890,カード決済,,MER0021,POSTED,EMP0020
563,TX20260601000563,ACC000178,2026-06-01,2026-06-01,FEE,ONLINE,110,JPY,3970560,手数料,,,POSTED,
564,TX20260510000564,ACC000179,2026-05-10,2026-05-11,TRANSFER_OUT,ATM,646000,JPY,3514399.0,振込出金,田中 隆,,POSTED,
565,TX20260531000565,ACC000180,2026-05-31,2026-05-31,CARD_PAYMENT,ONLINE,149000,JPY,2003780,カード決済,,MER0003,POSTED,
566,TX20260520000566,ACC000181,2026-05-20,2026-05-20,DEPOSIT,ATM,506000,JPY,-183000,入金,,,POSTED,
567,TX20260330000567,ACC000182,2026-03-30,2026-03-31,TRANSFER_OUT,MOBILE,845000,JPY,9611000,振込出金,山崎 由美,,POSTED,EMP0006
568,TX20260804000568,ACC000183,2026-08-04,2026-08-04,CARD_PAYMENT,BRANCH,581000,JPY,7985000,カード決済,,MER0015,POSTED,
569,TX20260731000569,ACC000184,2026-07-31,2026-07-31,TRANSFER_IN,MOBILE,553000,JPY,728000,振込入金,木村 由美,,POSTED,
570,TX20260410000570,ACC000185,2026-04-10,2026-04-10,CARD_PAYMENT,MOBILE,724000,JPY,6511000,カード決済,,MER0025,POSTED,
571,TX20260526000571,ACC000186,2026-05-26,2026-05-26,INTEREST,ATM,26.0,JPY,262026.0,利息,,,POSTED,
572,TX20260628000572,ACC000187,2026-06-28,2026-06-29,TRANSFER_OUT,ATM,15000,JPY,4857437.0,振込出金,斎藤 拓也,,POSTED,
573,TX20260620000573,ACC000188,2026-06-20,2026-06-21,TRANSFER_OUT,ATM,519000,JPY,8765450,振込出金,山田 浩二,,POSTED,
574,TX20260428000574,ACC000189,2026-04-28,2026-04-28,CARD_PAYMENT,ATM,165000,JPY,5134000,カード決済,,MER0006,POSTED,
575,TX20260823000575,ACC000190,2026-08-23,2026-08-23,CARD_PAYMENT,MOBILE,79000,JPY,5104230,カード決済,,MER0013,POSTED,
576,TX20260418000576,ACC000191,2026-04-18,2026-04-18,DEPOSIT,ONLINE,318000,JPY,5091477.0,入金,,,POSTED,EMP0038
577,TX20260618000577,ACC000192,2026-06-18,2026-06-18,WITHDRAWAL,ONLINE,861000,JPY,9255000,出金,,,POSTED,EMP0011
578,TX20260507000578,ACC000193,2026-05-07,2026-05-07,WITHDRAWAL,ATM,2922.09,USD,50510.67,出金,,,POSTED,
579,TX20260821000579,ACC000194,2026-08-21,2026-08-22,TRANSFER_OUT,ONLINE,13000,JPY,2538510.0,振込出金,橋本 愛,,POSTED,
580,TX20260513000580,ACC000195,2026-05-13,2026-05-13,WITHDRAWAL,ONLINE,72000,JPY,9335611.0,出金,,,POSTED,
